Наименование,Дата поставки,Дата заказа,Срок поставки,Плановый срок поставки,Регион,Объем заказа,"Цена, руб",Условия платежа,НРП - нерегламентная потребность (внеплановая закупка),Поставщик
П/муфта 1080.30.06,2021-05-12 00:00:00,2021-03-17 00:00:00,56,80,Вологодская область,4,"7777,070064",,,3989
Вал 1080.33.51-2 ,2021-05-12 00:00:00,2021-03-17 00:00:00,56,30,Вологодская область,1,"42796,17834",,1,3989
Обойма 1080.30.07 ,2021-04-20 00:00:00,2021-03-17 00:00:00,34,45,Вологодская область,4,"7757,961783",,,3989
Труба 1080.11.02СБ ,2021-04-15 00:00:00,2021-03-17 00:00:00,29,35,Вологодская область,2,"7872,611465",,,3989
Плита днища 11078.02.131-1 ,2021-03-30 00:00:00,2021-03-17 00:00:00,13,180,Республика Карелия,1,"1337579,618",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
Ось 3712.05.02.002 ,2021-09-20 00:00:00,2021-03-15 00:00:00,189,180,Республика Карелия,4,"189808,9172",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3707.05.02.302-Д2 ,2021-07-20 00:00:00,2021-03-15 00:00:00,127,115,Республика Карелия,4,"29152,2293",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,3915
Шестерня 3537.67.05.007 ,2021-07-20 00:00:00,2021-03-15 00:00:00,127,120,Республика Карелия,1,"22929,93631",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Шестерня 3537.67.05.008 ,2021-07-20 00:00:00,2021-03-15 00:00:00,127,120,Республика Карелия,1,"16305,73248",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Колесо зубчатое 3588.05.10.200 ,2021-07-20 00:00:00,2021-03-15 00:00:00,127,120,Республика Карелия,1,"277070,0637",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Вал 3537.67.05.150 ,2021-07-20 00:00:00,2021-03-15 00:00:00,127,120,Республика Карелия,1,"375796,1783",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Вал-шестерня 3537.67.01.023 ,2021-06-20 00:00:00,2021-03-15 00:00:00,97,90,Республика Карелия,1,"502547,7707",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Колесо зубчатое 3537.67.01.033 ,2021-05-25 00:00:00,2021-03-15 00:00:00,71,150,Республика Карелия,1,"931989,172",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Втулка 3546.03.01.008Р ,2021-09-05 00:00:00,2021-03-12 00:00:00,177,175,Республика Карелия,2,"80573,24841",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колесо 3536.08.01.300,2021-07-19 00:00:00,2021-03-12 00:00:00,129,240,Республика Карелия,2,"200636,9427",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колесо 3536.08.01.300,2021-07-15 00:00:00,2021-03-12 00:00:00,125,240,Республика Карелия,2,"200636,9427",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ползун 1080.75.307 ,2021-06-10 00:00:00,2021-03-12 00:00:00,90,60,Вологодская область,4,"8535,031847",,,3989
Палец 3550.05.13.003 ,2021-05-20 00:00:00,2021-03-12 00:00:00,69,70,Мурманская область,50,"3407,643312",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ползун 1080.75.307 ,2021-05-05 00:00:00,2021-03-12 00:00:00,54,60,Вологодская область,4,"8535,031847",,,3989
Сателлит 3536.11.01.004,2021-06-15 00:00:00,2021-03-10 00:00:00,97,200,Республика Карелия,2,"20700,63694",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Полухомут Г34-53 ,2021-05-05 00:00:00,2021-03-10 00:00:00,56,45,Мурманская область,6,"7611,464968",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ось 3519.21.00.024 ,2021-04-20 00:00:00,2021-03-10 00:00:00,41,40,Мурманская область,6,"21656,05096",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Ковш экскаваторный 38.3537.31.00.000 СБ,2021-05-01 00:00:00,2021-03-09 00:00:00,53,70,Мурманская область,1,"3248407,643",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Втулка 1080.05.312,2021-07-05 00:00:00,2021-03-05 00:00:00,122,120,Вологодская область,4,"5382,165605",,,3989
Колесо 3519.05.02.061,2021-07-05 00:00:00,2021-03-01 00:00:00,126,120,Мурманская область,5,"198789,8089",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Втулка 3537.67.01.036 ,2021-06-01 00:00:00,2021-02-26 00:00:00,95,80,Республика Карелия,2,"36592,35669",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,4012
Втулка 3537.67.01.035 ,2021-06-01 00:00:00,2021-02-26 00:00:00,95,75,Республика Карелия,2,"44808,9172",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3537.67.01.032 ,2021-06-01 00:00:00,2021-02-26 00:00:00,95,75,Республика Карелия,2,"39171,97452",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Компрессор 1080.19.100-1СБ ,2021-04-05 00:00:00,2021-02-26 00:00:00,38,30,Вологодская область,1,"96751,59236",,,3989
Коромысло 3537.25.00.500 ,2021-03-01 00:00:00,2021-02-26 00:00:00,3,120,Мурманская область,1,"1025761,146",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
Палец 01.3712-УР20КМ,2021-04-15 00:00:00,2021-02-24 00:00:00,50,45,Республика Карелия,6,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Зуб 1085.52.05-1,2021-04-25 00:00:00,2021-02-20 00:00:00,64,75,Вологодская область,8,"9388,535032",,,3989
Ось 3711.21.00.001,2021-12-05 00:00:00,2021-02-19 00:00:00,289,280,Республика Карелия,5,"39490,44586",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Колесо зубчатое 3537.67.01.033 ,2021-07-15 00:00:00,2021-02-19 00:00:00,146,150,Республика Карелия,1,"931989,172",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4011
Маслоотделитель 114.00088,2021-07-02 00:00:00,2021-02-19 00:00:00,133,180,Республика Карелия,2,"8121,019108",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Рычаг 3546.00.04.100,2021-07-02 00:00:00,2021-02-19 00:00:00,133,120,Республика Карелия,3,"28662,42038",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3537.01.01.011 ,2021-07-02 00:00:00,2021-02-19 00:00:00,133,120,Республика Карелия,6,"11050,95541",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3707.05.02.016-Д1 ,2021-06-20 00:00:00,2021-02-19 00:00:00,121,120,Республика Карелия,1,"38216,56051",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3707.05.02.014-Д1 ,2021-06-20 00:00:00,2021-02-19 00:00:00,121,120,Республика Карелия,1,"32484,07643",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ось 3548.03.03.005 ,2021-06-15 00:00:00,2021-02-19 00:00:00,116,240,Мурманская область,1,"87579,61783",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Вал 3536.08.01.001,2021-06-15 00:00:00,2021-02-19 00:00:00,116,270,Мурманская область,1,"85987,26115",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Втулка 3712.05.02.017-Д1 ,2021-06-01 00:00:00,2021-02-19 00:00:00,102,90,Республика Карелия,2,"29598,72611",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Вал-шестерня 3537.67.01.023 ,2021-05-20 00:00:00,2021-02-19 00:00:00,90,90,Республика Карелия,1,"502547,7707",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
Шестерня 3572.05.10.001,2021-05-20 00:00:00,2021-02-19 00:00:00,90,100,Республика Карелия,7,"19426,75159",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Вант стрелы 00.1606.49.1 ,2021-05-05 00:00:00,2021-02-19 00:00:00,75,70,Республика Карелия,4,"293468,1529",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2691
Зуб 1085.52.05-1,2021-04-20 00:00:00,2021-02-19 00:00:00,60,75,Вологодская область,10,"9388,535032",,,3989
Засов днища 3711.01.02.003 ,2021-04-20 00:00:00,2021-02-19 00:00:00,60,120,Республика Карелия,10,"24171,97452",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Палец 33.04.00.03-005СБ,2021-03-20 00:00:00,2021-02-19 00:00:00,29,240,Республика Карелия,6,"881,5286624",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4011
Вал 3536.22.01.001СБ,2021-03-05 00:00:00,2021-02-19 00:00:00,14,220,Республика Карелия,1,"111464,9682",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4011
Ось 3537.67.01.006 ,2021-12-31 00:00:00,2021-02-17 00:00:00,317,90,Республика Карелия,4,"117751,5924",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3915
Лента гусеничная 3537.69.13.000 ИС-09СБ,2021-08-30 00:00:00,2021-02-17 00:00:00,194,120,Республика Карелия,2,"4777070,064",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3838
Лента гусеничная 3502.05.03.000 ИС-09СБ,2021-08-30 00:00:00,2021-02-17 00:00:00,194,45,Республика Карелия,2,"1942675,159",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,3838
Колесо 3519.05.02.006,2021-08-05 00:00:00,2021-02-17 00:00:00,169,220,Республика Карелия,1,"302738,8535",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Лента гусеничная 3537.69.13.000 ИС-09СБ,2021-07-31 00:00:00,2021-02-17 00:00:00,164,120,Республика Карелия,2,"4777070,064",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3838
Лента гусеничная 3502.05.03.000 ИС-09СБ,2021-07-31 00:00:00,2021-02-17 00:00:00,164,45,Республика Карелия,2,"1942675,159",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3838
Колесо 3519.05.02.006,2021-06-20 00:00:00,2021-02-17 00:00:00,123,220,Республика Карелия,1,"302738,8535",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Стенка передн. 3537.01.01.020 ,2021-06-02 00:00:00,2021-02-17 00:00:00,105,300,Республика Карелия,3,"937579,6178",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3927
Засов 3532.01.02.007,2021-05-06 00:00:00,2021-02-17 00:00:00,78,60,Республика Карелия,10,"13375,79618",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Рычаг 3711.01.02.050,2021-05-06 00:00:00,2021-02-17 00:00:00,78,220,Республика Карелия,5,"15923,56688",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Палец 01.3712-УР20КМ,2021-04-05 00:00:00,2021-02-15 00:00:00,49,45,Республика Карелия,1,"2675,159236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Кулак 3550.05.02.507 ,2021-08-01 00:00:00,2021-02-10 00:00:00,172,95,Республика Карелия,10,"49303,82166",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,3915
Муфта ЖАИЕ.303526.001-03,2021-07-05 00:00:00,2021-02-10 00:00:00,145,90,Республика Карелия,1,"227388,535",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4011
Муфта ЖАИЕ.303526.001,2021-07-05 00:00:00,2021-02-10 00:00:00,145,90,Республика Карелия,1,"227388,535",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4011
Ось 1080.33.17,2021-06-20 00:00:00,2021-02-10 00:00:00,130,130,Вологодская область,1,"270063,6943",,,3989
Ось 3536.03.00.001,2021-06-15 00:00:00,2021-02-10 00:00:00,125,165,Мурманская область,1,"251592,3567",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
П/муфта 3711.09.00.210 ,2021-05-30 00:00:00,2021-02-10 00:00:00,109,280,Республика Карелия,1,"152866,242",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
П/муфта 3711.03.10.210 ,2021-05-30 00:00:00,2021-02-10 00:00:00,109,280,Республика Карелия,1,"152866,242",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,4012
П/МУФТА ВЕДУЩАЯ ЖАИЕ.751381.001-02,2021-05-15 00:00:00,2021-02-10 00:00:00,94,90,Республика Карелия,1,"55414,01274",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,,4014
П/муфта ЖАИЕ.751381.002-04,2021-05-15 00:00:00,2021-02-10 00:00:00,94,90,Республика Карелия,1,"28662,42038",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Муфта 3536.22.00.300,2021-05-15 00:00:00,2021-02-10 00:00:00,94,120,Республика Карелия,1,"149044,586",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3536.12.00.201 ,2021-05-15 00:00:00,2021-02-10 00:00:00,94,60,Мурманская область,8,"3248,407643",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
Муфта 3536.22.00.400,2021-05-15 00:00:00,2021-02-10 00:00:00,94,120,Республика Карелия,1,"149044,586",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Ось 3536.03.00.001,2021-05-15 00:00:00,2021-02-10 00:00:00,94,165,Мурманская область,1,"251592,3567",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 45 дней с даты ППС ДЕНЬГИ 100%,1,4014
П/муфта ведущ. ОДК 3547.00.04.381 ,2021-04-15 00:00:00,2021-02-10 00:00:00,64,130,Республика Карелия,1,"7324,840764",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
П/муфта 3537.14.01.008 ,2021-04-15 00:00:00,2021-02-10 00:00:00,64,120,Республика Карелия,1,"6242,038217",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,4012
Втулка 3536.24.00.202 ,2021-04-10 00:00:00,2021-02-10 00:00:00,59,60,Мурманская область,8,"9681,528662",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
Втулка 3536.12.00.101 ,2021-04-10 00:00:00,2021-02-10 00:00:00,59,60,Мурманская область,8,"4140,127389",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,4012
